3;7.656854153;0;1260;0
2;5.656854153;1;800;0
0;2;0;902;0
0;0;0;916;0
2;5.656854153;1;1932;0
2;5.656854153;1;1295;0
0;0;0;247;0
0;0;0;1744;0
719.5;226.5269114;0;341;0
69.5;30.72792172;0;1133;0
2;5.656854153;1;887;0
39601;796;1;49;0
12;15.65685415;1;259;0
2;5.656854153;1;1091;0
0;2;0;732;0
7.5;11.07106769;0;1506;0
0;5.656854153;0;1350;0
2;5.656854153;1;1216;0
0;6;0;1499;0
4678.5;1326.859952;0;1233;0
0;2;0;428;0
0;0;0;1357;0
2;5.656854153;1;735;0
2;5.656854153;1;1199;0
2;5.656854153;1;1844;0
0;0;0;877;0
2;5.656854153;1;1559;0
2;5.656854153;1;1025;0
2;5.656854153;1;1603;0
2;5.656854153;1;1851;0
2;5.656854153;1;1070;0
2;5.656854153;1;1996;0
113;116.4852812;0;1013;0
2;5.656854153;1;1954;0
0;2.828427076;0;1087;0
2;5.656854153;1;1365;0
2;5.656854153;1;179;0
5.5;9.071067691;1;1158;0
6;9.656854153;1;883;0
0;46;0;1994;0
13;13.65685415;1;1567;0
2;5.656854153;1;2361;0
